code,name,name_short,name_tv,gender,function,country_code,country,country_full,nationality,nationality_full,nationality_code,height,weight,disciplines,events,birth_date
1573164,PLOCINSKA Aleksandra,PLOCINSKA A,Aleksandra PLOCINSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,168.0,,['Athletics'],"[""Women's 1500m""]",1999-10-05
1573166,RAK Fili,RAK F,Filip RAK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,185.0,,['Athletics'],"[""Men's 1500m""]",2003-02-03
1573167,ROMASZKO Monika,ROMASZKO M,Monika ROMASZKO,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,178.0,,['Athletics'],"[""Women's 4 x 100m Relay""]",2002-04-13
1573171,SKRZYSZOWSKA Pia,SKRZYSZOWSKA P,Pia SKRZYSZOWSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,167.0,,['Athletics'],"[""Women's 100m Hurdles""]",2001-04-20
1573173,SOBERA Robert,SOBERA R,Robert SOBERA,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,191.0,,['Athletics'],"[""Men's Pole Vault""]",1991-01-19
1573174,SOLTYSIAK Daniel,SOLTYSIAK D,Daniel SOLTYSIAK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,184.0,,['Athletics'],"[""Men's 4 x 400m Relay""]",2001-09-06
1573175,STEFANOWICZ Magdalena,STEFANOWICZ M,Magdalena STEFANOWICZ,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,168.0,,['Athletics'],"[""Women's 100m"", ""Women's 4 x 100m Relay""]",2000-09-21
1573178,TSIMANOUSKAYA Krystsina,TSIMANOUSKAYA K,Krystsina TSIMANOUSKAYA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,168.0,,['Athletics'],"[""Women's 200m"", ""Women's 4 x 100m Relay""]",1996-11-19
1573181,WIELGOSZ Anna,WIELGOSZ A,Anna WIELGOSZ,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,163.0,,['Athletics'],"[""Women's 800m""]",1993-11-09
1573183,WLODARCZYK Anita,WLODARCZYK A,Anita WLODARCZYK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,177.0,,['Athletics'],"[""Women's Hammer Throw""]",1985-08-08
1573185,ZALEWSKI Karol,ZALEWSKI K,Karol ZALEWSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,189.0,,['Athletics'],"[""Men's 4 x 400m Relay"", '4 x 400m Relay Mixed']",1993-08-07
1573186,ZDZIEBLO Katarzyna,ZDZIEBLO K,Katarzyna ZDZIEBLO,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,162.0,,['Athletics'],"[""Women's 20km Race Walk""]",1996-11-28
1573188,ZODZIK Maria,ZODZIK M,Maria ZODZIK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,187.0,,['Athletics'],"[""Women's High Jump""]",1997-01-19
1573388,VICTOR Lindon,VICTOR L,Lindon VICTOR,Male,Athlete,GRN,Grenada,Grenada,Grenada,Grenada,GRN,185.0,,['Athletics'],"[""Men's Decathlon""]",1993-02-28
1573418,PETERS Anderson,PETERS A,Anderson PETERS,Male,Athlete,GRN,Grenada,Grenada,Grenada,Grenada,GRN,185.0,,['Athletics'],"[""Men's Javelin Throw""]",1997-10-21
1574031,HAZZARD Halle,HAZZARD H,Halle HAZZARD,Female,Athlete,GRN,Grenada,Grenada,Grenada,Grenada,GRN,168.0,,['Athletics'],"[""Women's 100m""]",1999-02-04
1584754,ORTEGA Alejandra,ORTEGA A,Alejandra ORTEGA,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,166.0,,['Athletics'],"[""Women's 20km Race Walk""]",1994-07-08
1677082,BEDDOES Alex,BEDDOES A,Alex BEDDOES,Male,Athlete,COK,Cook Islands,Cook Islands,New Zealand,New Zealand,NZL,181.0,,['Athletics'],"[""Men's 800m""]",1995-07-09
1777739,TRAN Thi Nhi Yen,TRAN TNY,Thi Nhi Yen TRAN,Female,Athlete,VIE,Vietnam,Vietnam,Vietnam,Vietnam,VIE,172.0,,['Athletics'],"[""Women's 100m""]",2005-07-09
1878345,THOMSEN Marcus,THOMSEN M,Marcus THOMSEN,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,186.0,,['Athletics'],"[""Men's Shot Put""]",1998-01-07
1878346,HENRIKSEN Eivind,HENRIKSEN E,Eivind HENRIKSEN,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,192.0,,['Athletics'],"[""Men's Hammer Throw""]",1990-09-14
1878347,IUEL Amalie,IUEL A,Amalie IUEL,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,179.0,,['Athletics'],"[""Women's 400m Hurdles"", ""Women's 4 x 400m Relay""]",1994-04-17
1878348,JAEGER Henriette,JAEGER H,Henriette JAEGER,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,170.0,,['Athletics'],"[""Women's 400m"", ""Women's 4 x 400m Relay""]",2003-06-30
1878349,MOEN Sondre Nordstad,MOEN SN,Sondre Nordstad MOEN,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,180.0,,['Athletics'],"[""Men's Marathon""]",1991-01-12
1878353,ROOTH Markus,ROOTH M,Markus ROOTH,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,182.0,,['Athletics'],"[""Men's Decathlon""]",2001-12-22
1878357,RETZIUS Lene Onsrud,RETZIUS LO,Lene Onsrud RETZIUS,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,178.0,,['Athletics'],"[""Women's Pole Vault""]",1996-01-04
1878358,KLOSTER Line,KLOSTER L,Line KLOSTER,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,179.0,,['Athletics'],"[""Women's 400m Hurdles"", ""Women's 4 x 400m Relay""]",1990-02-27
1878359,GUTTORMSEN Simen,GUTTORMSEN Si,Simen GUTTORMSEN,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,181.0,,['Athletics'],"[""Men's Pole Vault""]",2001-01-19
1878360,GUTTORMSEN Sondre,GUTTORMSEN So,Sondre GUTTORMSEN,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,185.0,,['Athletics'],"[""Men's Pole Vault""]",1999-06-01
1878365,MEZNGI Zerei Kbrom,MEZNGI ZK,Zerei Kbrom MEZNGI,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,189.0,,['Athletics'],"[""Men's Marathon""]",1986-01-12
1878368,INGVALDSEN Havard Bentdal,INGVALDSEN HB,Havard Bentdal INGVALDSEN,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,191.0,,['Athletics'],"[""Men's 400m""]",2002-09-21
1878369,GROVDAL Karoline Bjerkeli,GROVDAL KB,Karoline Bjerkeli GROVDAL,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,171.0,,['Athletics'],"[""Women's 5000m""]",1990-06-14
1878373,LILLEFOSSE Pal Haugen,LILLEFOSSE PH,Pal Haugen LILLEFOSSE,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,183.0,,['Athletics'],"[""Men's Pole Vault""]",2001-06-04
1878374,MARDAL Thomas,MARDAL T,Thomas MARDAL,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,186.0,,['Athletics'],"[""Men's Hammer Throw""]",1997-04-16
1878375,SKOTHEIM Sander,SKOTHEIM S,Sander SKOTHEIM,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,190.0,,['Athletics'],"[""Men's Decathlon""]",2002-05-31
1878563,NADEEM Arshad,NADEEM A,Arshad NADEEM,Male,Athlete,PAK,Pakistan,Pakistan,Pakistan,Pakistan,PAK,190.0,,['Athletics'],"[""Men's Javelin Throw""]",1997-01-02
1878688,RIAZ Faiqa,RIAZ F,Faiqa RIAZ,Female,Athlete,PAK,Pakistan,Pakistan,Pakistan,Pakistan,PAK,163.0,,['Athletics'],"[""Women's 100m""]",1999-09-06
1878753,KAPIRANTE David Sanayek,KAPIRANTE DS,David Sanayek KAPIRANTE,Male,Athlete,KEN,Kenya,Kenya,Kenya,Kenya,KEN,176.0,,['Athletics'],['4 x 400m Relay Mixed'],2000-05-20
1879776,MUKANDANGA Clementine,MUKANDANGA C,Clementine MUKANDANGA,Female,Athlete,RWA,Rwanda,Rwanda,Rwanda,Rwanda,RWA,158.0,,['Athletics'],"[""Women's Marathon""]",1985-12-08
1880728,FRASER-PRYCE Shelly-Ann,FRASER-PRYCE SA,Shelly-Ann FRASER-PRYCE,Female,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,152.0,,['Athletics'],"[""Women's 100m""]",1986-12-27
1887971,MARGHIEV Serghei,MARGHIEV S,Serghei MARGHIEV,Male,Athlete,MDA,Republic of Moldova,Republic of Moldova,Republic of Moldova,Republic of Moldova,MDA,195.0,,['Athletics'],"[""Men's Hammer Throw""]",1992-11-06
1887986,MARGHIEVA Zalina,MARGHIEVA Z,Zalina MARGHIEVA,Female,Athlete,MDA,Republic of Moldova,Republic of Moldova,Republic of Moldova,Republic of Moldova,MDA,171.0,,['Athletics'],"[""Women's Hammer Throw""]",1988-02-05
1887993,MARDARE Andrian,MARDARE A,Andrian MARDARE,Male,Athlete,MDA,Republic of Moldova,Republic of Moldova,Republic of Moldova,Republic of Moldova,MDA,194.0,,['Athletics'],"[""Men's Javelin Throw""]",1995-06-20
1888512,BEZEDE Dimitriana,BEZEDE D,Dimitriana BEZEDE,Female,Athlete,MDA,Republic of Moldova,Republic of Moldova,Republic of Moldova,Republic of Moldova,MDA,174.0,,['Athletics'],"[""Women's Shot Put""]",1994-04-12
1888688,EMILIANOV Alexandra,EMILIANOV A,Alexandra EMILIANOV,Female,Athlete,MDA,Republic of Moldova,Republic of Moldova,Republic of Moldova,Republic of Moldova,MDA,184.0,,['Athletics'],"[""Women's Discus Throw""]",1999-09-19
1889122,LLANO Beatrice Nedberge,LLANO BN,Beatrice Nedberge LLANO,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,169.0,,['Athletics'],"[""Women's Hammer Throw""]",1997-12-14
1889129,NORDAS Narve Gilje,NORDAS NG,Narve Gilje NORDAS,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,186.0,,['Athletics'],"[""Men's 1500m"", ""Men's 5000m""]",1998-09-30
1890259,BROMFIELD Junelle,BROMFIELD J,Junelle BROMFIELD,Female,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,172.0,,['Athletics'],"[""Women's 400m"", ""Women's 4 x 400m Relay"", '4 x 400m Relay Mixed']",1998-02-08
1890561,CLAYTON Tia,CLAYTON T,Tia CLAYTON,Female,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,157.0,,['Athletics'],"[""Women's 100m"", ""Women's 4 x 100m Relay""]",2004-08-17
1890594,DISTIN Lamara,DISTIN L,Lamara DISTIN,Female,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,192.0,,['Athletics'],"[""Women's High Jump""]",2000-03-03
1890602,GOULE-TOPPIN Natoya,GOULE-TOPPIN N,Natoya GOULE-TOPPIN,Female,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,162.0,,['Athletics'],"[""Women's 800m""]",1991-03-30
1890607,HALL Samantha,HALL S,Samantha HALL,Female,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,180.0,,['Athletics'],"[""Women's Discus Throw""]",1993-04-19
1890624,KNIGHT Andrenette,KNIGHT A,Andrenette KNIGHT,Female,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,170.0,,['Athletics'],"[""Women's 4 x 400m Relay"", '4 x 400m Relay Mixed']",1996-11-19
1890736,NUGENT Ackera,NUGENT A,Ackera NUGENT,Female,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,177.0,,['Athletics'],"[""Women's 100m Hurdles""]",2002-04-29
1890745,PRYCE Nickisha,PRYCE N,Nickisha PRYCE,Female,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,168.0,,['Athletics'],"[""Women's 400m"", ""Women's 4 x 400m Relay""]",2001-03-07
1890785,REID Alana,REID A,Alana REID,Female,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,177.0,,['Athletics'],"[""Women's 4 x 100m Relay""]",2005-01-20
1892100,DUDYCHA Jakub,DUDYCHA J,Jakub DUDYCHA,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,191.0,,['Athletics'],"[""Men's 800m""]",2005-09-05
1892105,HABARTA Tomas,HABARTA T,Tomas HABARTA,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,191.0,,['Athletics'],"[""Men's 3000m Steeplechase""]",2003-07-10
1892106,HAJEK Patrik,HAJEK P,Patrik HAJEK,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,179.0,,['Athletics'],"[""Men's Hammer Throw""]",1998-11-11
1892108,HLAVAC Vit,HLAVAC V,Vit HLAVAC,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,187.0,,['Athletics'],['Marathon Race Walk Relay Mixed'],1997-02-26
1892110,HOLY David,HOLY D,David HOLY,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,191.0,,['Athletics'],"[""Men's Pole Vault""]",1998-03-04
1892111,HROCHOVA Tereza,HROCHOVA T,Tereza HROCHOVA,Female,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,158.0,,['Athletics'],"[""Women's Marathon""]",1996-02-24
1892112,HRUBA Michaela,HRUBA M,Michaela HRUBA,Female,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,188.0,,['Athletics'],"[""Women's High Jump""]",1998-02-21
1892114,JICHOVA Nikoleta,JICHOVA N,Nikoleta JICHOVA,Female,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,178.0,,['Athletics'],"[""Women's 400m Hurdles""]",2000-08-29
1892118,JUSKA Radek,JUSKA R,Radek JUSKA,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,194.0,,['Athletics'],"[""Men's Long Jump""]",1993-03-08
1892122,MANUEL Lurdes Gloria,MANUEL LG,Lurdes Gloria MANUEL,Female,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,170.0,,['Athletics'],"[""Women's 400m""]",2005-07-12
1892126,KRSEK Matej,KRSEK M,Matej KRSEK,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,185.0,,['Athletics'],"[""Men's 400m""]",2000-05-13
1892127,KUBELIK Eduard,KUBELIK E,Eduard KUBELIK,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,185.0,,['Athletics'],"[""Men's 200m""]",2002-10-08
1892128,MACIK Ondrej,MACIK O,Ondrej MACIK,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,177.0,,['Athletics'],"[""Men's 200m""]",2001-01-12
1892130,MANASOVA Karolina,MANASOVA K,Karolina MANASOVA,Female,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,165.0,,['Athletics'],"[""Women's 100m""]",2003-11-26
1892131,MARTINKOVA Eliska,MARTINKOVA E,Eliska MARTINKOVA,Female,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,169.0,,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",2002-01-27
1892133,MEINDLSCHMID Petr,MEINDLSCHMID P,Petr MEINDLSCHMID,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,184.0,,['Athletics'],"[""Men's Long Jump""]",2006-01-15
1892135,MULLER Vit,MULLER V,Vit MULLER,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,188.0,,['Athletics'],"[""Men's 400m Hurdles""]",1996-08-31
1892136,NEMEJC Tomas,NEMEJC T,Tomas NEMEJC,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,183.0,,['Athletics'],"[""Men's 200m""]",2000-02-24
1892137,OGRODNIKOVA Nikola,OGRODNIKOVA N,Nikola OGRODNIKOVA,Female,Athlete,CZE,Czechia,Czechia,0,0,0,171.0,,['Athletics'],"[""Women's Javelin Throw""]",1990-08-18
1892139,PETRZILKOVA Tereza,PETRZILKOVA T,Tereza PETRZILKOVA,Female,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,169.0,,['Athletics'],"[""Women's 400m""]",1993-09-10
1892146,SASINEK MAKI Kristiina,SASINEK MAKI K,Kristiina SASINEK MAKI,Female,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,170.0,,['Athletics'],"[""Women's 1500m""]",1991-09-22
1892147,SCERBA Matej,SCERBA M,Matej SCERBA,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,185.0,,['Athletics'],"[""Men's Pole Vault""]",1998-12-09
1892149,SICAKOVA Petra,SICAKOVA P,Petra SICAKOVA,Female,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,173.0,,['Athletics'],"[""Women's Javelin Throw""]",2003-04-14
1892155,STANEK Tomas,STANEK T,Tomas STANEK,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,190.0,,['Athletics'],"[""Men's Shot Put""]",1991-06-13
1892156,STEFELA Jan,STEFELA J,Jan STEFELA,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,192.0,,['Athletics'],"[""Men's High Jump""]",2001-04-20
1892157,STEWARTOVA Moira,STEWARTOVA M,Moira STEWARTOVA,Female,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,173.0,,['Athletics'],"[""Women's Marathon""]",1995-06-09
1892161,SVABIKOVA Amalie,SVABIKOVA A,Amalie SVABIKOVA,Female,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,181.0,,['Athletics'],"[""Women's Pole Vault""]",1999-11-22
1892168,VADLEJCH Jakub,VADLEJCH J,Jakub VADLEJCH,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,190.0,,['Athletics'],"[""Men's Javelin Throw""]",1990-10-10
1892172,VONDROVA Lada,VONDROVA L,Lada VONDROVA,Female,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,166.0,,['Athletics'],"[""Women's 400m""]",1999-09-06
1892453,MYSLYVCUK Volodymyr,MYSLYVCUK V,Volodymyr MYSLYVCUK,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,190.0,,['Athletics'],"[""Men's Hammer Throw""]",1996-04-25
1892638,NTAKARUTIMANA Egide,NTAKARUTIMANA E,Egide NTAKARUTIMANA,Male,Athlete,BDI,Burundi,Burundi,Burundi,Burundi,BDI,174.0,,['Athletics'],"[""Men's 5000m""]",1997-10-21
1892647,KWIZERA Rodrigue,KWIZERA R,Rodrigue KWIZERA,Male,Athlete,BDI,Burundi,Burundi,Burundi,Burundi,BDI,175.0,,['Athletics'],"[""Men's 10,000m""]",1999-10-10
1893240,SMITH Ackelia,SMITH A,Ackelia SMITH,Female,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,174.0,,['Athletics'],"[""Women's Long Jump"", ""Women's Triple Jump""]",2002-02-05
1893252,TRACEY Adelle,TRACEY A,Adelle TRACEY,Female,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,170.0,,['Athletics'],"[""Women's 1500m"", ""Women's 800m""]",1993-05-27
1894095,WARHOLM Karsten,WARHOLM K,Karsten WARHOLM,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,188.0,,['Athletics'],"[""Men's 400m Hurdles""]",1996-02-28
1894539,KELETELA Dorian,KELETELA D,Dorian KELETELA,Male,Athlete,EOR,EOR,Refugee Olympic Team,DR Congo,Democratic Republic of the Congo,COD,173.0,,['Athletics'],"[""Men's 100m""]",1999-02-06
1894550,EISA MOHAMMED Jamal Abdelmaji,EISA MOHAMMED JA,Jamal Abdelmaji EISA MOHAMMED,Male,Athlete,EOR,EOR,Refugee Olympic Team,Sudan,Sudan,SUD,178.0,,['Athletics'],"[""Men's 10,000m""]",1993-08-25
1894574,SULIMAN Musa,SULIMAN M,Musa SULIMAN,Male,Athlete,EOR,EOR,Refugee Olympic Team,Sudan,Sudan,SUD,182.0,,['Athletics'],"[""Men's 800m""]",2004-06-15
1894588,GABRIYESOS Tachlowini,GABRIYESOS T,Tachlowini GABRIYESOS,Male,Athlete,EOR,EOR,Refugee Olympic Team,Eritrea,Eritrea,ERI,174.0,,['Athletics'],"[""Men's Marathon""]",1998-01-01
1895315,HANSEN Simon,HANSEN S,Simon HANSEN,Male,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,178.0,,['Athletics'],"[""Men's 100m""]",1998-06-30
1895325,PEDERSEN Lisa Brix,PEDERSEN LB,Lisa Brix PEDERSEN,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,180.0,,['Athletics'],"[""Women's Discus Throw""]",1996-08-16
1895329,JACOBSEN Katrine Koch,JACOBSEN KK,Katrine Koch JACOBSEN,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,177.0,,['Athletics'],"[""Women's Hammer Throw""]",1999-06-24
1895346,KARSTOFT Ida,KARSTOFT I,Ida KARSTOFT,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,177.0,,['Athletics'],"[""Women's 200m""]",1995-10-29
1895553,BACARI Elie,BACARI E,Elie BACARI,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,193.0,,['Athletics'],"[""Men's 110m Hurdles""]",2003-10-14
1895555,BORLEE Dylan,BORLEE D,Dylan BORLEE,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,190.0,,['Athletics'],"[""Men's 400m"", ""Men's 4 x 400m Relay""]",1992-09-20
1895559,BROEDERS Ben,BROEDERS B,Ben BROEDERS,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,179.0,,['Athletics'],"[""Men's Pole Vault""]",1995-06-21
1895560,CARMOY Thomas,CARMOY T,Thomas CARMOY,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,187.0,,['Athletics'],"[""Men's High Jump""]",2000-02-16
1895561,CLAES Hanne,CLAES H,Hanne CLAES,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,173.0,,['Athletics'],"[""Women's 400m Hurdles"", ""Women's 4 x 400m Relay""]",1991-08-04
1895562,COUCKUYT Paulien,COUCKUYT P,Paulien COUCKUYT,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,174.0,,['Athletics'],"[""Women's 400m Hurdles""]",1997-05-19
1895563,CRESTAN Eliott,CRESTAN E,Eliott CRESTAN,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,182.0,,['Athletics'],"[""Men's 800m""]",1999-02-22
1895564,de NAEYER Janie,de NAEYER J,Janie de NAEYER,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,164.0,,['Athletics'],"[""Women's 4 x 100m Relay""]",2001-08-17
1895565,de SMET Tibo,de SMET T,Tibo de SMET,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,187.0,,['Athletics'],"[""Men's 800m""]",1999-05-28
1895568,DOOM Alexander,DOOM A,Alexander DOOM,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,192.0,,['Athletics'],"[""Men's 400m"", ""Men's 4 x 400m Relay"", '4 x 400m Relay Mixed']",1997-04-25
1895572,HERBIET Chloe,HERBIET C,Chloe HERBIET,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,160.0,,['Athletics'],"[""Women's Marathon""]",1998-12-03
1895573,HERMAN Timothy,HERMAN T,Timothy HERMAN,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,179.0,,['Athletics'],"[""Men's Javelin Throw""]",1990-10-19
1895575,HEYMANS John,HEYMANS J,John HEYMANS,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,176.0,,['Athletics'],"[""Men's 5000m""]",1998-01-09
1895577,IGUACEL Christian,IGUACEL C,Christian IGUACEL,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,198.0,,['Athletics'],"[""Men's 4 x 400m Relay""]",1996-05-02
1895579,KIMELI Isaac,KIMELI I,Isaac KIMELI,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,178.0,,['Athletics'],"[""Men's 10,000m"", ""Men's 5000m""]",1994-03-09
1895580,LAUS Camille,LAUS C,Camille LAUS,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,168.0,,['Athletics'],"[""Women's 4 x 400m Relay""]",1993-05-23
1895581,MABILLE Florent,MABILLE F,Florent MABILLE,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,181.0,,['Athletics'],"[""Men's 4 x 400m Relay""]",1996-10-27
1895582,MEHUYS Elise,MEHUYS E,Elise MEHUYS,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,162.0,,['Athletics'],"[""Women's 4 x 100m Relay""]",1995-11-01
1895583,NAERT Koen,NAERT K,Koen NAERT,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,182.0,,['Athletics'],"[""Men's Marathon""]",1989-09-03
1895585,NKANSA Delphine,NKANSA D,Delphine NKANSA,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,164.0,,['Athletics'],"[""Women's 100m"", ""Women's 4 x 100m Relay""]",2001-09-21
1895586,OBASUYI Michael,OBASUYI M,Michael OBASUYI,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,189.0,,['Athletics'],"[""Men's 110m Hurdles""]",1999-08-12
1895589,PONETTE Helena,PONETTE H,Helena PONETTE,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,174.0,,['Athletics'],"[""Women's 400m"", ""Women's 4 x 400m Relay"", '4 x 400m Relay Mixed']",2000-02-03
1895590,SACOOR Jonathan,SACOOR J,Jonathan SACOOR,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,185.0,,['Athletics'],"[""Men's 400m"", ""Men's 4 x 400m Relay"", '4 x 400m Relay Mixed']",1999-09-01
1895592,SCHOEMAKER Liefde,SCHOEMAKER L,Liefde SCHOEMAKER,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,174.0,,['Athletics'],"[""Women's 4 x 400m Relay""]",2002-12-06
1895594,VERMEULEN Jochem,VERMEULEN J,Jochem VERMEULEN,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,182.0,,['Athletics'],"[""Men's 1500m""]",1998-08-02
1895596,VIDTS Noor,VIDTS N,Noor VIDTS,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,176.0,,['Athletics'],"[""Women's Heptathlon""]",1996-05-30
1895597,VINCKE Rani,VINCKE R,Rani VINCKE,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,160.0,,['Athletics'],"[""Women's 4 x 100m Relay""]",2000-03-01
1895881,CLAXTON Grace,CLAXTON G,Grace CLAXTON,Female,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,158.0,,['Athletics'],"[""Women's 400m Hurdles""]",1993-08-19
1896349,AWALI BOUBACAR Samira,AWALI BOUBACAR S,Samira AWALI BOUBACAR,Female,Athlete,NIG,Niger,Niger,Niger,Niger,NIG,177.0,,['Athletics'],"[""Women's 100m""]",2000-04-10
